target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
TMSB4Y,ENSG00000154620,0.051480000000000005,0.0,0.0,0.0,0.0,0.051480000000000005,0.0,0.0,thymosin beta 4 Y-linked
ZGPAT,ENSG00000197114,0.051306456327438354,0.051306456327438354,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger CCCH-type and G-patch domain containing
MMP3,ENSG00000149968,0.051194623582766455,0.0,0.0,0.0,0.0,0.0,0.051194623582766455,0.0,matrix metallopeptidase 3
PLP1,ENSG00000123560,0.050843905691936996,0.0,0.0,0.0,0.0,0.0,0.050843905691936996,0.0,proteolipid protein 1
SIRT1,ENSG00000096717,0.05080705806954667,0.0,0.0,0.0,0.0,0.0,0.05080705806954667,0.0,sirtuin 1
SPAG16,ENSG00000144451,0.05071111111111111,0.0,0.0,0.0,0.0,0.0,0.05071111111111111,0.0,sperm associated antigen 16
CNTNAP1,ENSG00000108797,0.050630555555555554,0.0,0.0,0.0,0.0,0.0,0.050630555555555554,0.0,contactin associated protein 1
CCL20,ENSG00000115009,0.05060165190633479,0.0,0.0,0.0,0.0,0.0,0.05060165190633479,0.0,C-C motif chemokine ligand 20
IL17F,ENSG00000112116,0.05055528529286971,0.0,0.0,0.0,0.0,0.0,0.05055528529286971,0.0,interleukin 17F
ARNTL,ENSG00000133794,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,aryl hydrocarbon receptor nuclear translocator like
IL13,ENSG00000169194,0.0496299614186225,0.0,0.0,0.0,0.0,0.0,0.0496299614186225,0.0,interleukin 13
LGALS9,ENSG00000168961,0.04956843033248074,0.0,0.0,0.0,0.0,0.003299063733551082,0.04874366439909297,0.0,galectin 9
IL21R,ENSG00000103522,0.04956022789115645,0.0,0.0,0.0,0.0,0.0,0.04956022789115645,0.0,interleukin 21 receptor
APOA1,ENSG00000118137,0.04945931672580267,0.0,0.0,0.0,0.0,0.0,0.04945931672580267,0.0,apolipoprotein A1
KLK6,ENSG00000167755,0.04940478684807256,0.0,0.0,0.0,0.0,0.0,0.04940478684807256,0.0,kallikrein related peptidase 6
CIITA,ENSG00000179583,0.049372415348673135,0.0,0.0,0.0,0.0,0.0,0.049372415348673135,0.0,class II major histocompatibility complex transactivator
CCR7,ENSG00000126353,0.04919752806617936,0.0,0.0,0.0,0.0,0.0,0.04919752806617936,0.0,C-C motif chemokine receptor 7
CXCR3,ENSG00000186810,0.04902227107577361,0.0,0.0,0.0,0.0,0.0,0.04902227107577361,0.0,C-X-C motif chemokine receptor 3
PTAFR,ENSG00000169403,0.049018111111111116,0.0,0.0,0.0,0.0,0.0,0.049018111111111116,0.0,platelet activating factor receptor
OGFR,ENSG00000060491,0.048988888888888894,0.0,0.0,0.0,0.0,0.0,0.048988888888888894,0.0,opioid growth factor receptor
TGFB1,ENSG00000105329,0.04890963038548753,0.0,0.0,0.0,0.0,0.0,0.04890963038548753,0.0,transforming growth factor beta 1
KLRK1,ENSG00000213809,0.04884722222222222,0.0,0.0,0.0,0.0,0.0,0.04884722222222222,0.0,killer cell lectin like receptor K1
OAS1,ENSG00000089127,0.048820709502909884,0.0,0.0,0.0,0.0,0.007100969530913876,0.047045467120181414,0.0,2'-5'-oligoadenylate synthetase 1
ICAM3,ENSG00000076662,0.0487642970521542,0.0,0.0,0.0,0.0,0.0,0.0487642970521542,0.0,intercellular adhesion molecule 3
CCL5,ENSG00000271503,0.04874283371483218,0.0,0.0,0.0,0.0,0.0,0.04874283371483218,0.0,C-C motif chemokine ligand 5
ADNP,ENSG00000101126,0.048616666666666676,0.0,0.0,0.0,0.0,0.0,0.048616666666666676,0.0,activity dependent neuroprotector homeobox
ADA,ENSG00000196839,0.048496111111111115,0.0,0.0,0.0,0.0,0.0,0.048496111111111115,0.0,adenosine deaminase
ERVW-1,ENSG00000242950,0.048475675015404694,0.0,0.0,0.0,0.0,0.0,0.048475675015404694,0.0,"endogenous retrovirus group W member 1, envelope"
HAVCR2,ENSG00000135077,0.04830467528899673,0.0,0.0,0.0,0.0,0.0,0.04830467528899673,0.0,hepatitis A virus cellular receptor 2
PECAM1,ENSG00000261371,0.04818652121191298,0.0,0.0,0.0,0.0,0.0,0.04818652121191298,0.0,platelet and endothelial cell adhesion molecule 1
IRF5,ENSG00000128604,0.04808401203539557,0.0,0.0,0.0,0.0,0.0,0.04808401203539557,0.0,interferon regulatory factor 5
HSPA5,ENSG00000044574,0.048019444444444455,0.0,0.0,0.0,0.0,0.0,0.048019444444444455,0.0,heat shock protein family A (Hsp70) member 5
CD200R1,ENSG00000163606,0.04789190476190476,0.0,0.0,0.0,0.0,0.0,0.04789190476190476,0.0,CD200 receptor 1
NLRP3,ENSG00000162711,0.04773960305070859,0.0,0.0,0.0,0.0,0.0,0.04773960305070859,0.0,NLR family pyrin domain containing 3
TNFRSF1B,ENSG00000028137,0.047723067231263454,0.0,0.0,0.0,0.0,0.0,0.047723067231263454,0.0,TNF receptor superfamily member 1B
CD47,ENSG00000196776,0.047667,0.0,0.0,0.0,0.0,0.0,0.047667,0.0,CD47 molecule
MERTK,ENSG00000153208,0.04756944444444445,0.0,0.0,0.0,0.0,0.0297,0.04014444444444445,0.0,"MER proto-oncogene, tyrosine kinase"
MIF,ENSG00000240972,0.04753380662635425,0.0,0.0,0.0,0.0,0.0,0.04753380662635425,0.0,macrophage migration inhibitory factor
CCR6,ENSG00000112486,0.04747971065247081,0.0,0.0,0.0,0.0,0.0,0.04747971065247081,0.0,C-C motif chemokine receptor 6
NGF,ENSG00000134259,0.047346233420811165,0.0,0.0,0.0,0.0,0.0,0.047346233420811165,0.0,nerve growth factor
AQP1,ENSG00000240583,0.047298606195431955,0.0,0.0,0.0,0.0,0.0,0.047298606195431955,0.0,aquaporin 1 (Colton blood group)
PLAT,ENSG00000104368,0.047189811807486805,0.0,0.0,0.0,0.0,0.0,0.047189811807486805,0.0,"plasminogen activator, tissue type"
C9orf72,ENSG00000147894,0.04709722222222222,0.0,0.0,0.0,0.0,0.0,0.04709722222222222,0.0,C9orf72-SMCR8 complex subunit
EWSR1,ENSG00000182944,0.047044188208616784,0.0,0.0,0.0,0.0,0.0,0.047044188208616784,0.0,EWS RNA binding protein 1
TSPO,ENSG00000100300,0.04697936510195354,0.0,0.0,0.0,0.0,0.0,0.04697936510195354,0.0,translocator protein
GH1,ENSG00000259384,0.04683663202317965,0.0,0.0,0.0,0.0,0.0,0.04683663202317965,0.0,growth hormone 1
GAPDH,ENSG00000111640,0.046794188208616784,0.0,0.0,0.0,0.0,0.0,0.046794188208616784,0.0,glyceraldehyde-3-phosphate dehydrogenase
CD59,ENSG00000085063,0.04670111766493854,0.0,0.0,0.0,0.0,0.0,0.04670111766493854,0.0,CD59 molecule (CD59 blood group)
CHIT1,ENSG00000133063,0.04654333333333334,0.0,0.0,0.0,0.0,0.0,0.04654333333333334,0.0,chitinase 1
EIF2B5,ENSG00000145191,0.0465,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,eukaryotic translation initiation factor 2B subunit epsilon
FASLG,ENSG00000117560,0.04638116334015743,0.0,0.0,0.0,0.0,0.0,0.04638116334015743,0.0,Fas ligand
ACE,ENSG00000159640,0.04633718212243104,0.0,0.0,0.0,0.0,0.0,0.04633718212243104,0.0,angiotensin I converting enzyme
MMP12,ENSG00000262406,0.046281222222222224,0.0,0.0,0.0,0.0,0.0,0.046281222222222224,0.0,matrix metallopeptidase 12
NOS2,ENSG00000007171,0.046257131363566635,0.0,0.0,0.0,0.0,0.0,0.046257131363566635,0.0,nitric oxide synthase 2
CSF3,ENSG00000108342,0.046242461145943756,0.0,0.0,0.0,0.0,0.0,0.046242461145943756,0.0,colony stimulating factor 3
B2M,ENSG00000166710,0.046232514142122906,0.0,0.0,0.0,0.0,0.0,0.046232514142122906,0.0,beta-2-microglobulin
CNTF,ENSG00000242689,0.046058166883741564,0.0,0.0,0.0,0.0,0.0,0.046058166883741564,0.0,ciliary neurotrophic factor
LCN2,ENSG00000148346,0.04599088775510204,0.0,0.0,0.0,0.0,0.0,0.04599088775510204,0.0,lipocalin 2
APP,ENSG00000142192,0.045868932359453954,0.0,0.0,0.0,0.0,0.0,0.045868932359453954,0.0,amyloid beta precursor protein
GPR15,ENSG00000154165,0.045866666666666674,0.0,0.0,0.0,0.0,0.0,0.045866666666666674,0.0,G protein-coupled receptor 15
SERPINE1,ENSG00000106366,0.045852960356320825,0.0,0.0,0.0,0.0,0.0,0.045852960356320825,0.0,serpin family E member 1
TLR3,ENSG00000164342,0.04583287610801896,0.0,0.0,0.0,0.0,0.0,0.04583287610801896,0.0,toll like receptor 3
CXCR4,ENSG00000121966,0.04579392894912649,0.0,0.0,0.0,0.0,0.0,0.04579392894912649,0.0,C-X-C motif chemokine receptor 4
GZMB,ENSG00000100453,0.0457536328420257,0.0,0.0,0.0,0.0,0.0,0.0457536328420257,0.0,granzyme B
MTOR,ENSG00000198793,0.04574696031746031,0.0,0.0,0.0,0.0,0.0,0.04574696031746031,0.0,mechanistic target of rapamycin kinase
DPYSL2,ENSG00000092964,0.04574444444444445,0.0,0.0,0.0,0.0,0.0,0.04574444444444445,0.0,dihydropyrimidinase like 2
NR4A2,ENSG00000153234,0.045687564877802976,0.0,0.0,0.0,0.0,0.0,0.045687564877802976,0.0,nuclear receptor subfamily 4 group A member 2
RRN3,ENSG00000085721,0.0456,0.0,0.0,0.0,0.0,0.0,0.0456,0.0,"RRN3 homolog, RNA polymerase I transcription factor"
PARK7,ENSG00000116288,0.045583444444444454,0.0,0.0,0.0,0.0,0.0,0.045583444444444454,0.0,Parkinsonism associated deglycase
LPL,ENSG00000175445,0.045566666666666665,0.0,0.0,0.0,0.0,0.0,0.045566666666666665,0.0,lipoprotein lipase
SELE,ENSG00000007908,0.04554879710149402,0.0,0.0,0.0,0.0,0.0,0.04554879710149402,0.0,selectin E
H2AX,ENSG00000188486,0.0455,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,H2A.X variant histone
ENO2,ENSG00000111674,0.04549009643487025,0.0,0.0,0.0,0.0,0.0,0.04549009643487025,0.0,enolase 2
EDN1,ENSG00000078401,0.04534472583621284,0.0,0.0,0.0,0.0,0.0,0.04534472583621284,0.0,endothelin 1
CD44,ENSG00000026508,0.045240323653797765,0.0,0.0,0.0,0.0,0.0,0.045240323653797765,0.0,CD44 molecule (Indian blood group)
RTN4R,ENSG00000040608,0.04495704623382253,0.0,0.0,0.0,0.0,0.0,0.04495704623382253,0.0,reticulon 4 receptor
DDX58,ENSG00000107201,0.04482211111111111,0.0,0.0,0.0,0.0,0.0,0.04482211111111111,0.0,DExD/H-box helicase 58
HP,ENSG00000257017,0.04481115866717058,0.0,0.0,0.0,0.0,0.0,0.04481115866717058,0.0,haptoglobin
LIF,ENSG00000128342,0.04481004302091207,0.0,0.0,0.0,0.0,0.0,0.04481004302091207,0.0,LIF interleukin 6 family cytokine
RETN,ENSG00000104918,0.04479866666666667,0.0,0.0,0.0,0.0,0.0,0.04479866666666667,0.0,resistin
ANXA1,ENSG00000135046,0.04476760544217687,0.0,0.0,0.0,0.0,0.0,0.04476760544217687,0.0,annexin A1
CD72,ENSG00000137101,0.04473977777777778,0.0,0.0,0.0,0.0,0.0,0.04473977777777778,0.0,CD72 molecule
CADM1,ENSG00000182985,0.044691173987558556,0.0,0.0,0.0,0.0,0.0,0.044691173987558556,0.0,cell adhesion molecule 1
CX3CR1,ENSG00000168329,0.04465261438805703,0.0,0.0,0.0,0.0,0.0,0.04465261438805703,0.0,C-X3-C motif chemokine receptor 1
TNFRSF8,ENSG00000120949,0.04464433900226758,0.0,0.0,0.0,0.0,0.0,0.04464433900226758,0.0,TNF receptor superfamily member 8
PRKCA,ENSG00000154229,0.04463133333333333,0.0,0.0,0.0,0.0,0.0,0.04463133333333333,0.0,protein kinase C alpha
IFIH1,ENSG00000115267,0.04448096371882086,0.0,0.0,0.0,0.0,0.0,0.04448096371882086,0.0,interferon induced with helicase C domain 1
MALT1,ENSG00000172175,0.044422222222222224,0.0,0.0,0.0,0.0,0.0,0.044422222222222224,0.0,MALT1 paracaspase
SLC1A2,ENSG00000110436,0.0444083668430335,0.0,0.0,0.0,0.0,0.0,0.0444083668430335,0.0,solute carrier family 1 member 2
NKRF,ENSG00000186416,0.0444,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,NFKB repressing factor
PIAS3,ENSG00000131788,0.0444,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,protein inhibitor of activated STAT 3
GDA,ENSG00000119125,0.0444,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,guanine deaminase
AOPEP,ENSG00000148120,0.04439329365079365,0.0,0.0,0.0,0.0,0.0,0.04439329365079365,0.0,aminopeptidase O (putative)
TTR,ENSG00000118271,0.04437722222222222,0.0,0.0,0.0,0.0,0.0,0.04437722222222222,0.0,transthyretin
PDCD1LG2,ENSG00000197646,0.044300000000000006,0.0,0.0,0.0,0.0,0.0,0.044300000000000006,0.0,programmed cell death 1 ligand 2
SLC11A1,ENSG00000018280,0.04416955555555555,0.0,0.0,0.0,0.0,0.0,0.04416955555555555,0.0,solute carrier family 11 member 1
NEFL,ENSG00000277586,0.04404191181889862,0.0,0.0,0.0,0.0,0.0,0.04404191181889862,0.0,neurofilament light
FGF9,ENSG00000102678,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,fibroblast growth factor 9
TRPM4,ENSG00000130529,0.04386014827412447,0.0,0.0,0.0,0.0,0.0,0.04386014827412447,0.0,transient receptor potential cation channel subfamily M member 4
AOC3,ENSG00000131471,0.04384444444444445,0.0,0.0,0.0,0.0,0.0,0.04384444444444445,0.0,amine oxidase copper containing 3
IL4R,ENSG00000077238,0.043796623582766446,0.0,0.0,0.0,0.0,0.0,0.043796623582766446,0.0,interleukin 4 receptor
IL3,ENSG00000164399,0.04372962295288486,0.0,0.0,0.0,0.0,0.0,0.04372962295288486,0.0,interleukin 3
TSPAN32,ENSG00000064201,0.0437,0.0,0.0,0.0,0.0,0.0,0.0437,0.0,tetraspanin 32
CSF1R,ENSG00000182578,0.04366521031746032,0.0,0.0,0.0,0.0,0.0,0.04366521031746032,0.0,colony stimulating factor 1 receptor
ANPEP,ENSG00000166825,0.04365633333333334,0.0,0.0,0.0,0.0,0.0,0.04365633333333334,0.0,"alanyl aminopeptidase, membrane"
BMP4,ENSG00000125378,0.0436271111111111,0.0,0.0,0.0,0.0,0.0,0.0436271111111111,0.0,bone morphogenetic protein 4
HGF,ENSG00000019991,0.04361955555555556,0.0,0.0,0.0,0.0,0.0,0.04361955555555556,0.0,hepatocyte growth factor
GPR183,ENSG00000169508,0.0435631111111111,0.0,0.0,0.0,0.0,0.0,0.0435631111111111,0.0,G protein-coupled receptor 183
TTTY14,ENSG00000176728,0.04356000000000001,0.0,0.0,0.0,0.0,0.04356000000000001,0.0,0.0,"testis-specific transcript, Y-linked 14"
TP53BP1,ENSG00000067369,0.043500000000000004,0.0,0.0,0.0,0.0,0.0,0.043500000000000004,0.0,tumor protein p53 binding protein 1
RNF5,ENSG00000204308,0.04345519211388261,0.0,0.0,0.0,0.0,0.0,0.04345519211388261,0.0,ring finger protein 5
TNFSF11,ENSG00000120659,0.043416666666666666,0.0,0.0,0.0,0.0,0.0,0.043416666666666666,0.0,TNF superfamily member 11
BECN1,ENSG00000126581,0.043219444444444456,0.0,0.0,0.0,0.0,0.0,0.043219444444444456,0.0,beclin 1
BRCA1,ENSG00000012048,0.04320000000000001,0.0,0.0,0.0,0.0,0.0,0.04320000000000001,0.0,BRCA1 DNA repair associated
HSPD1,ENSG00000144381,0.043159532312925165,0.0,0.0,0.0,0.0,0.0,0.043159532312925165,0.0,heat shock protein family D (Hsp60) member 1
IRF1,ENSG00000125347,0.043120799823633156,0.0,0.0,0.0,0.0,0.0,0.043120799823633156,0.0,interferon regulatory factor 1
OCLN,ENSG00000197822,0.04310877777777778,0.0,0.0,0.0,0.0,0.0,0.04310877777777778,0.0,occludin
SIGLEC1,ENSG00000088827,0.043063291529449925,0.0,0.0,0.0,0.0,0.003991388340021889,0.042065444444444454,0.0,sialic acid binding Ig like lectin 1
CX3CL1,ENSG00000006210,0.043047999999999996,0.0,0.0,0.0,0.0,0.0,0.043047999999999996,0.0,C-X3-C motif chemokine ligand 1
NF1,ENSG00000196712,0.0430348888888889,0.0,0.0,0.0,0.0,0.0,0.0430348888888889,0.0,neurofibromin 1
SEMA7A,ENSG00000138623,0.04301111111111111,0.0,0.0,0.0,0.0,0.0,0.04301111111111111,0.0,semaphorin 7A (John Milton Hagen blood group)
ADGRE5,ENSG00000123146,0.043,0.0,0.0,0.0,0.0,0.0,0.043,0.0,adhesion G protein-coupled receptor E5
GTF2I,ENSG00000263001,0.04284444444444445,0.0,0.0,0.0,0.0,0.0,0.04284444444444445,0.0,general transcription factor IIi
CAT,ENSG00000121691,0.04283950363821685,0.0,0.0,0.0,0.0,0.0,0.04283950363821685,0.0,catalase
PLTP,ENSG00000100979,0.04282222222222223,0.0,0.0,0.0,0.0,0.0,0.04282222222222223,0.0,phospholipid transfer protein
PPARGC1A,ENSG00000109819,0.04280844444444444,0.0,0.0,0.0,0.0,0.0,0.04280844444444444,0.0,PPARG coactivator 1 alpha
CYP2D6,ENSG00000100197,0.042774999999999994,0.0,0.0,0.0,0.0,0.0,0.042774999999999994,0.0,cytochrome P450 family 2 subfamily D member 6
TNFAIP3,ENSG00000118503,0.042769854875283446,0.0,0.0,0.0,0.0,0.0,0.042769854875283446,0.0,TNF alpha induced protein 3
SST,ENSG00000157005,0.04262280045351474,0.0,0.0,0.0,0.0,0.0,0.04262280045351474,0.0,somatostatin
ENPP2,ENSG00000136960,0.04260766666666667,0.0,0.0,0.0,0.0,0.0,0.04260766666666667,0.0,ectonucleotide pyrophosphatase/phosphodiesterase 2
SELPLG,ENSG00000110876,0.042585444444444454,0.0,0.0,0.0,0.0,0.0,0.042585444444444454,0.0,selectin P ligand
CXCL1,ENSG00000163739,0.042575555792411846,0.0,0.0,0.0,0.0,0.0,0.042575555792411846,0.0,C-X-C motif chemokine ligand 1
ANOS1,ENSG00000011201,0.04255555555555556,0.0,0.0,0.0,0.0,0.0,0.04255555555555556,0.0,anosmin 1
TPPP,ENSG00000171368,0.04253611111111111,0.0,0.0,0.0,0.0,0.0,0.04253611111111111,0.0,tubulin polymerization promoting protein
NTRK2,ENSG00000148053,0.042528300453514745,0.0,0.0,0.0,0.0,0.0,0.042528300453514745,0.0,neurotrophic receptor tyrosine kinase 2
CFD,ENSG00000197766,0.04240077777777777,0.0,0.0,0.0,0.0,0.0,0.04240077777777777,0.0,complement factor D
CCL22,ENSG00000102962,0.042374789997480476,0.0,0.0,0.0,0.0,0.0,0.042374789997480476,0.0,C-C motif chemokine ligand 22
THBD,ENSG00000178726,0.042345444444444436,0.0,0.0,0.0,0.0,0.0,0.042345444444444436,0.0,thrombomodulin
UCP2,ENSG00000175567,0.04222166666666667,0.0,0.0,0.0,0.0,0.0,0.04222166666666667,0.0,uncoupling protein 2
IFI16,ENSG00000163565,0.04222068480833876,0.0,0.0,0.0,0.0,0.004882739233355026,0.041,0.0,interferon gamma inducible protein 16
HLA-DPB1,ENSG00000223865,0.042208244897959185,0.0,0.0,0.0,0.0,0.0,0.042208244897959185,0.0,"major histocompatibility complex, class II, DP beta 1"
CD2,ENSG00000116824,0.042158077097505665,0.0,0.0,0.0,0.0,0.0,0.042158077097505665,0.0,CD2 molecule
CCL19,ENSG00000172724,0.042120574829931985,0.0,0.0,0.0,0.0,0.0,0.042120574829931985,0.0,C-C motif chemokine ligand 19
ICOS,ENSG00000163600,0.04203837818090199,0.0,0.0,0.0,0.0,0.0,0.04203837818090199,0.0,inducible T cell costimulator
HPRT1,ENSG00000165704,0.042035444444444445,0.0,0.0,0.0,0.0,0.0,0.042035444444444445,0.0,hypoxanthine phosphoribosyltransferase 1
CXCL16,ENSG00000161921,0.04200000000000001,0.0,0.0,0.0,0.0,0.0,0.04200000000000001,0.0,C-X-C motif chemokine ligand 16
CCL4,ENSG00000275302,0.04197577777777778,0.0,0.0,0.0,0.0,0.0,0.04197577777777778,0.0,C-C motif chemokine ligand 4
ALCAM,ENSG00000170017,0.04184611111111111,0.0,0.0,0.0,0.0,0.0,0.04184611111111111,0.0,activated leukocyte cell adhesion molecule
HMOX1,ENSG00000100292,0.041825148163904285,0.0,0.0,0.0,0.0,0.0,0.041825148163904285,0.0,heme oxygenase 1
CD34,ENSG00000174059,0.04176229858865373,0.0,0.0,0.0,0.0,0.0,0.04176229858865373,0.0,CD34 molecule
IL25,ENSG00000166090,0.041744444444444445,0.0,0.0,0.0,0.0,0.0,0.041744444444444445,0.0,interleukin 25
GPR17,ENSG00000144230,0.04158721557098504,0.0,0.0,0.0,0.0,0.0,0.04158721557098504,0.0,G protein-coupled receptor 17
SOAT1,ENSG00000057252,0.04157529868961529,0.0,0.0,0.0,0.0,0.0,0.04157529868961529,0.0,sterol O-acyltransferase 1
IRAK1,ENSG00000184216,0.04150000000000001,0.0,0.0,0.0,0.0,0.0,0.04150000000000001,0.0,interleukin 1 receptor associated kinase 1
PLAUR,ENSG00000011422,0.041383985890652564,0.0,0.0,0.0,0.0,0.0,0.041383985890652564,0.0,"plasminogen activator, urokinase receptor"
HAVCR1,ENSG00000113249,0.04138055555555556,0.0,0.0,0.0,0.0,0.0,0.04138055555555556,0.0,hepatitis A virus cellular receptor 1
CD209,ENSG00000090659,0.041355555555555555,0.0,0.0,0.0,0.0,0.0,0.041355555555555555,0.0,CD209 molecule
CRH,ENSG00000147571,0.04133637306800789,0.0,0.0,0.0,0.0,0.0,0.04133637306800789,0.0,corticotropin releasing hormone
IGFBP3,ENSG00000146674,0.04131744444444444,0.0,0.0,0.0,0.0,0.0,0.04131744444444444,0.0,insulin like growth factor binding protein 3
CALHM3,ENSG00000183128,0.041280653292251,0.0,0.0,0.0,0.0,0.0,0.041280653292251,0.0,calcium homeostasis modulator 3
VIP,ENSG00000146469,0.04121955555555556,0.0,0.0,0.0,0.0,0.0,0.04121955555555556,0.0,vasoactive intestinal peptide
CLDN11,ENSG00000013297,0.0412,0.0,0.0,0.0,0.0,0.0,0.0412,0.0,claudin 11
GJA1,ENSG00000152661,0.04101522887814447,0.0,0.0,0.0,0.0,0.0,0.04101522887814447,0.0,gap junction protein alpha 1
P2RX4,ENSG00000135124,0.040996444444444446,0.0,0.0,0.0,0.0,0.0,0.040996444444444446,0.0,purinergic receptor P2X 4
CP,ENSG00000047457,0.040972018140589574,0.0,0.0,0.0,0.0,0.0,0.040972018140589574,0.0,ceruloplasmin
PPARA,ENSG00000186951,0.040888561862839345,0.0,0.0,0.0,0.0,0.0,0.040888561862839345,0.0,peroxisome proliferator activated receptor alpha
MGAT5,ENSG00000152127,0.04086111111111111,0.0,0.0,0.0,0.0,0.0,0.04086111111111111,0.0,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"
TRPA1,ENSG00000104321,0.04066266666666667,0.0,0.0,0.0,0.0,0.0,0.04066266666666667,0.0,transient receptor potential cation channel subfamily A member 1
NOG,ENSG00000183691,0.04064664143524467,0.00018656574097869295,0.0,0.0,0.0,0.0,0.0406,0.0,noggin
MC1R,ENSG00000258839,0.0406412832242557,0.0005651328970227878,0.0,0.0,0.0,0.0,0.0405,0.0,melanocortin 1 receptor
GDF15,ENSG00000130513,0.040636111111111116,0.0,0.0,0.0,0.0,0.0,0.040636111111111116,0.0,growth differentiation factor 15
DPP4,ENSG00000197635,0.04041936377803065,0.0,0.0,0.0,0.0,0.0,0.04041936377803065,0.0,dipeptidyl peptidase 4
VAV1,ENSG00000141968,0.0404,0.0,0.0,0.0,0.0,0.0,0.0404,0.0,vav guanine nucleotide exchange factor 1
KLRC2,ENSG00000205809,0.04020000000000001,0.0,0.0,0.0,0.0,0.0,0.04020000000000001,0.0,killer cell lectin like receptor C2
NQO1,ENSG00000181019,0.040058950113378684,0.0,0.0,0.0,0.0,0.0,0.040058950113378684,0.0,NAD(P)H quinone dehydrogenase 1
IL1A,ENSG00000115008,0.04005118934240364,0.0,0.0,0.0,0.0,0.0,0.04005118934240364,0.0,interleukin 1 alpha
SEMA3A,ENSG00000075213,0.04004166666666666,0.0,0.0,0.0,0.0,0.0,0.04004166666666666,0.0,semaphorin 3A
ACKR2,ENSG00000144648,0.04001111111111111,0.0,0.0,0.0,0.0,0.0,0.04001111111111111,0.0,atypical chemokine receptor 2
RGMA,ENSG00000182175,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,repulsive guidance molecule BMP co-receptor a
GPX4,ENSG00000167468,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,glutathione peroxidase 4
KL,ENSG00000133116,0.03999609920634921,0.0,0.0,0.0,0.0,0.0,0.03999609920634921,0.0,klotho
IDO1,ENSG00000131203,0.03995546044620886,0.0,0.0,0.0,0.0,0.0,0.03995546044620886,0.0,"indoleamine 2,3-dioxygenase 1"
CISH,ENSG00000114737,0.039827777777777774,0.0,0.0,0.0,0.0,0.0,0.039827777777777774,0.0,cytokine inducible SH2 containing protein
IL9,ENSG00000145839,0.03971650408746295,0.0,0.0,0.0,0.0,0.0,0.03971650408746295,0.0,interleukin 9
SOCS6,ENSG00000170677,0.0396,0.0,0.0,0.0,0.0,0.0,0.0396,0.0,suppressor of cytokine signaling 6
VWF,ENSG00000110799,0.03958933333333333,0.0,0.0,0.0,0.0,0.0,0.03958933333333333,0.0,von Willebrand factor
DDT,ENSG00000099977,0.03955555555555556,0.0,0.0,0.0,0.0,0.0,0.03955555555555556,0.0,D-dopachrome tautomerase
STK11,ENSG00000118046,0.03949999999999999,0.0,0.0,0.0,0.0,0.0,0.03949999999999999,0.0,serine/threonine kinase 11
CCR1,ENSG00000163823,0.03925658707427338,0.0,0.0,0.0,0.0,0.003049454669023508,0.038494223407017504,0.0,C-C motif chemokine receptor 1
DYSF,ENSG00000135636,0.039200000000000006,0.0,0.0,0.0,0.0,0.0,0.039200000000000006,0.0,dysferlin
KCNK3,ENSG00000171303,0.03919722222222223,0.0,0.0,0.0,0.0,0.0,0.03919722222222223,0.0,potassium two pore domain channel subfamily K member 3
ASIC2,ENSG00000108684,0.03916666666666667,0.0,0.0,0.0,0.0,0.0,0.03916666666666667,0.0,acid sensing ion channel subunit 2
EIF2AK2,ENSG00000055332,0.03908313771652255,0.0,0.0,0.0,0.0,0.0061103286438679615,0.03755555555555556,0.0,eukaryotic translation initiation factor 2 alpha kinase 2
CYP2R1,ENSG00000186104,0.03900555555555556,0.0,0.0,0.0,0.0,0.0,0.03900555555555556,0.0,cytochrome P450 family 2 subfamily R member 1
PADI2,ENSG00000117115,0.03882333333333333,0.0,0.0,0.0,0.0,0.0,0.03882333333333333,0.0,peptidyl arginine deiminase 2
FTO,ENSG00000140718,0.03880000000000001,0.0,0.0,0.0,0.0,0.0,0.03880000000000001,0.0,FTO alpha-ketoglutarate dependent dioxygenase
KDR,ENSG00000128052,0.03875555555555556,0.0,0.0,0.0,0.0,0.0,0.03875555555555556,0.0,kinase insert domain receptor
CAV1,ENSG00000105974,0.038727777777777785,0.0,0.0,0.0,0.0,0.0,0.038727777777777785,0.0,caveolin 1
